Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9783,The God Of War Trilogy,Ps3,2010.0,Action,Sony Computer Entertainment,0.0,0.07,0.03,0.02,0.12
9784,Dance Paradise,X360,2010.0,Misc,Other Publishers,0.1,0.01,0.0,0.01,0.12
9785,Backyard Baseball '10,Ds,2009.0,Sports,Atari,0.11,0.0,0.0,0.01,0.12
9786,Blazblue: Continuum Shift Extend,Psv,2011.0,Fighting,Other Publishers,0.03,0.05,0.02,0.02,0.12
9787,Cel Damage,Xb,2001.0,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12
9788,Go! Sudoku,Psp,2005.0,Puzzle,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
9789,Alice: Madness Returns,Pc,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12
9790,Ssx 3,Gba,2003.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12
9791,My Chinese Coach,Ds,2008.0,Misc,Ubisoft,0.11,0.01,0.0,0.01,0.12
9792,Dirt 2,Ds,2009.0,Racing,Codemasters,0.06,0.04,0.0,0.01,0.12
9793,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,Ds,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9794,The King Of Fighters Collection: The Orochi Saga,Wii,2008.0,Fighting,Ignition Entertainment,0.11,0.0,0.0,0.01,0.12
9795,Atelier Annie: Alchemists Of Sera Island,Ds,2009.0,Role-Playing,Other Publishers,0.08,0.0,0.03,0.01,0.12
9796,Breakdown,Xb,2004.0,Adventure,Electronic Arts,0.09,0.03,0.0,0.0,0.12
9797,Rush,Psp,2006.0,Racing,Midway Games,0.11,0.0,0.0,0.01,0.12
9798,Ecco The Dolphin,Others,1992.0,Adventure,Sega,0.0,0.0,0.12,0.0,0.12
9799,The Legend Of Heroes: Trails Of Cold Steel Ii,Ps3,2014.0,Role-Playing,Nippon Ichi Software,0.01,0.0,0.11,0.0,0.12
9800,Looney Tunes: Sheep Raider,Ps,2001.0,Platform,Infogrames,0.07,0.05,0.0,0.01,0.12
9801,Yard Sale Hidden Treasures: Sunnyville,Ds,2010.0,Puzzle,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12
9802,Harvest Moon 2 Gbc,Others,1999.0,Simulation,Ubisoft,0.0,0.0,0.12,0.0,0.12
9803,Killer Is Dead,X360,2013.0,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12
9804,Lost In Shadow,Wii,2010.0,Platform,Konami Digital Entertainment,0.1,0.0,0.01,0.01,0.12
9805,Cory In The House,Ds,2007.0,Action,Disney Interactive Studios,0.11,0.0,0.0,0.01,0.12
9806,X2: Wolverine'S Revenge,Gc,2003.0,Platform,Activision,0.09,0.02,0.0,0.0,0.12
9807,Mcdroid,Wii,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9808,Gallop Racer 2000,Ps,2000.0,Sports,Tecmo Koei,0.0,0.0,0.11,0.01,0.12
9809,Showdown: Legends Of Wrestling,Xb,2004.0,Fighting,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.12
9810,Macross Triangle Frontier,Psp,2011.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9811,Chessmaster: The Art Of Learning,Psp,2008.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12
9812,Petz Fantasy: Moonlight Magic,Ds,2010.0,Simulation,Ubisoft,0.11,0.0,0.0,0.01,0.12
9813,Gundam Breaker 3,Psv,2016.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9814,My Farm Around The World,Ds,2008.0,Simulation,Atari,0.11,0.0,0.0,0.01,0.12
9815,Fat Princess: Fistful Of Cake,Psp,2010.0,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12
9816,Zubo,Ds,2008.0,Misc,Electronic Arts,0.09,0.03,0.0,0.01,0.12
9818,Nfl Qb Club 2001,N64,2000.0,Sports,Acclaim Entertainment,0.11,0.01,0.0,0.0,0.12
9819,Earthworm Jim 3D,N64,1999.0,Platform,Other Publishers,0.1,0.02,0.0,0.0,0.12
9820,Rocket: Robot On Wheels,N64,1999.0,Platform,Ubisoft,0.1,0.02,0.0,0.0,0.12
9821,Densha De Go! 64,N64,1999.0,Simulation,Other Publishers,0.0,0.0,0.05,0.07,0.12
9824,Conception Ii: Children Of The Seven Stars,3Ds,2013.0,Role-Playing,Other Publishers,0.09,0.0,0.03,0.01,0.12
9825,Animal Genius,Ds,2007.0,Puzzle,Ubisoft,0.11,0.0,0.0,0.01,0.12
9826,Sega Soccer Slam,Ps2,2002.0,Sports,Sega,0.06,0.05,0.0,0.02,0.12
9827,Zenses: Rainforest,Ds,2008.0,Puzzle,Other Publishers,0.1,0.01,0.0,0.01,0.12
9828,Dora The Explorer: Dora Saves The Mermaids,Ps2,2008.0,Platform,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12
9829,Grand Theft Auto: San Andreas,X360,2008.0,Action,Take-Two Interactive,0.08,0.03,0.0,0.01,0.12
9830,Phantasy Star Universe,X360,2006.0,Role-Playing,Sega,0.09,0.02,0.0,0.01,0.12
9831,Skate City Heroes,Wii,2008.0,Sports,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12
9832,Nascar Unleashed,X360,2011.0,Racing,Activision,0.11,0.0,0.0,0.01,0.12
9833,2 Games In 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,Gba,2005.0,Racing,Thq,0.09,0.03,0.0,0.0,0.12
9834,College Hoops 2K6,X360,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12
9835,Mytran Wars,Psp,2009.0,Strategy,Deep Silver,0.08,0.02,0.0,0.02,0.12
9836,Mx Vs. Atv Untamed,Ds,2007.0,Racing,Thq,0.11,0.0,0.0,0.01,0.12
9837,Prince Of Persia: Rival Swords,Psp,2007.0,Action,Ubisoft,0.08,0.02,0.0,0.02,0.12
9838,Mahou Shoujo Lyrical Nanoha A'S Portable: The Gears Of Destiny,Psp,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9839,Gungnir: Mayari No Gunshin To Eiyuu Sensou,Psp,2011.0,Role-Playing,Atlus,0.07,0.0,0.04,0.01,0.12
9840,Dodge Racing: Charger Vs Challenger,Wii,2009.0,Racing,Other Publishers,0.11,0.0,0.0,0.01,0.12
9841,Fate/Extra Ccc,Psp,2013.0,Action,Other Publishers,0.0,0.0,0.12,0.0,0.12
9843,Mtv Sports: Pure Ride,Ps,2000.0,Sports,Thq,0.07,0.05,0.0,0.01,0.12
9844,Sonic Adventure 2,Others,2001.0,Platform,Sega,0.0,0.0,0.12,0.0,0.12
9845,Burning Road,Ps,1996.0,Racing,Other Publishers,0.07,0.05,0.0,0.01,0.12
9846,Slayers,Snes,1994.0,Role-Playing,Banpresto,0.0,0.0,0.12,0.0,0.12
9847,Super Robot Wars Og Saga: Masou Kishin - The Lord Of Elemental,Ds,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9848,Indycar Series,Ps2,2003.0,Racing,Codemasters,0.06,0.05,0.0,0.02,0.12
9849,Space Chimps,Ps2,2008.0,Platform,Other Publishers,0.06,0.05,0.0,0.02,0.12
9850,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,Gba,2005.0,Misc,Vivendi Games,0.09,0.03,0.0,0.0,0.12
9851,Famicom Mini: Twinbee,Gba,2004.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
9852,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,Ds,2005.0,Misc,Atari,0.11,0.0,0.0,0.01,0.12
9853,Gladiator: Sword Of Vengeance,Ps2,2003.0,Action,Acclaim Entertainment,0.06,0.05,0.0,0.02,0.12
9854,Nail'D,Ps3,2010.0,Racing,Deep Silver,0.08,0.02,0.0,0.02,0.12
9855,Pixeljunk Monsters Deluxe,Psp,2010.0,Strategy,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
9856,Tom Clancy'S Endwar,Psp,2008.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12
9857,Ultimate Card Games,Gba,2003.0,Misc,Other Publishers,0.09,0.03,0.0,0.0,0.12
9858,Jikkyou Powerful Pro Yakyuu 8 Ketteiban,Ps2,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
9859,Rubik'S World,Ds,2008.0,Puzzle,Other Publishers,0.1,0.01,0.0,0.01,0.12
9860,Lost Magic,Ds,2006.0,Role-Playing,Ubisoft,0.09,0.0,0.02,0.01,0.12
9861,Wallace & Gromit: Curse Of The Were-Rabbit,Ps2,2005.0,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.12
9862,Dreamworks Super Star Kartz,3Ds,2011.0,Racing,Activision,0.08,0.03,0.0,0.01,0.12
9863,Minute To Win It,Ds,2010.0,Misc,Other Publishers,0.11,0.0,0.0,0.01,0.12
9864,The Bible Game,Gba,2005.0,Misc,Crave Entertainment,0.09,0.03,0.0,0.0,0.12
9865,Nfl Head Coach,Xb,2006.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12
9866,Pinball Hall Of Fame: The Williams Collection,X360,2009.0,Misc,Crave Entertainment,0.11,0.0,0.0,0.01,0.12
9867,Medarot 4: Kabuto / Kuwagata Version,Others,2001.0,Role-Playing,Other Publishers,0.0,0.0,0.12,0.0,0.12
9868,Backyard Sports Football: Rookie Rush,X360,2010.0,Sports,Atari,0.11,0.0,0.0,0.01,0.12
9869,Sacred 3,Ps3,2014.0,Role-Playing,Deep Silver,0.03,0.05,0.02,0.02,0.12
9871,Vacation Isle: Beach Party,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.09,0.02,0.0,0.01,0.12
9872,Fit In Six,Wii,2011.0,Sports,Ubisoft,0.11,0.0,0.0,0.01,0.12
9873,Mahou Shoujo Lyrical Nanoha A'S Portable: The Battle Of Aces,Psp,2010.0,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9874,"Ed, Edd N Eddy: The Mis-Edventures",Gba,2005.0,Platform,Midway Games,0.08,0.03,0.0,0.0,0.12
9875,Onimusha: Blade Warriors,Ps2,2003.0,Fighting,Capcom,0.06,0.05,0.0,0.02,0.12
9876,Tecmo Bowl: Kickoff,Ds,2008.0,Sports,Tecmo Koei,0.11,0.0,0.0,0.01,0.12
9877,Disney'S Extreme Skate Adventure,Gc,2003.0,Sports,Activision,0.09,0.02,0.0,0.0,0.12
9878,Akuji The Heartless,Ps,1998.0,Platform,Eidos Interactive,0.07,0.04,0.0,0.01,0.12
9879,Nba 2K2,Gc,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12
9880,7 Days To Die,Ps4,2016.0,Action,Other Publishers,0.03,0.07,0.0,0.02,0.12
9881,Monster Jam: Path Of Destruction,X360,2010.0,Racing,Activision,0.11,0.0,0.0,0.01,0.12
9882,Everybody Dance,Ps3,2011.0,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
9883,Psychonauts,Xb,2005.0,Platform,Thq,0.09,0.03,0.0,0.0,0.12
9884,Power Gig: Rise Of The Sixstring,X360,2010.0,Misc,Unknown,0.11,0.0,0.0,0.01,0.12
9885,Deus Ex: Human Revolution,Wiiu,2013.0,Shooter,Square Enix,0.06,0.05,0.0,0.01,0.12
9886,Jeremy Mcgrath Supercross World,Gc,2002.0,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12
9887,Uta No * Prince-Sama: All Star,Psp,2013.0,Action,Other Publishers,0.0,0.0,0.12,0.0,0.12
9888,Hardball 5,Ps,1996.0,Sports,Other Publishers,0.07,0.04,0.0,0.01,0.12
9889,Airborne Troops: Countdown To D-Day,Ps2,2005.0,Shooter,Other Publishers,0.06,0.05,0.0,0.02,0.12
9890,Mlb Inside Pitch 2003,Xb,2003.0,Sports,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12
9891,Arma Iii,Pc,2013.0,Shooter,Other Publishers,0.0,0.1,0.0,0.02,0.12
9892,The Walking Dead: Season Two,X360,2014.0,Adventure,Other Publishers,0.04,0.07,0.0,0.01,0.12
9893,Marvel Trading Card Game,Ds,2007.0,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12
9894,One Piece: Super Grand Battle! X,3Ds,2014.0,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9895,The Penguins Of Madagascar: Dr. Blowhole Returns - Again!,Ds,2011.0,Action,Thq,0.07,0.03,0.0,0.01,0.12
9896,Self-Defense Training Camp,X360,2011.0,Sports,Ubisoft,0.08,0.03,0.0,0.01,0.12
9897,Battles Of Prince Of Persia,Ds,2005.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12
9898,Deca Sports Extreme,3Ds,2011.0,Sports,Hudson Soft,0.08,0.0,0.03,0.01,0.12
9899,Cruis'N,Wii,2007.0,Racing,Midway Games,0.1,0.01,0.0,0.01,0.12
9900,Hatsune Miku: Project Diva X,Psv,2016.0,Misc,Sega,0.01,0.0,0.1,0.0,0.12
9901,Battle Arena Toshinden Remix,Sat,1994.0,Fighting,Sega,0.0,0.0,0.12,0.0,0.12
9902,Assassin'S Creed Chronicles,Psv,2016.0,Action,Ubisoft,0.02,0.06,0.01,0.02,0.12
9903,Legends Of Wrestling Ii,Gc,2002.0,Fighting,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12
9904,Tropico 5,Pc,2014.0,Simulation,Other Publishers,0.02,0.08,0.0,0.01,0.12
9905,A.C.E.: Another Century'S Episode Portable,Psp,2011.0,Simulation,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9906,Dragon Quest Builders: Revive Alefgard,Ps3,2016.0,Role-Playing,Square Enix,0.0,0.0,0.12,0.0,0.12
9907,Rodea The Sky Soldier,Wiiu,2015.0,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12
9908,Peggle: Dual Shot,Ds,2009.0,Puzzle,Other Publishers,0.11,0.0,0.0,0.01,0.12
9909,Jikkyou Powerful Pro Yakyuu 9,Gc,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.12
9910,Sniper Elite,Wii,2010.0,Shooter,Other Publishers,0.08,0.03,0.0,0.01,0.12
9911,Etrian Odyssey V,3Ds,2016.0,Role-Playing,Atlus,0.0,0.0,0.12,0.0,0.12
9912,Jikkyou Powerful Pro Yakyuu 2014,Psv,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
9913,Barbie As The Island Princess,Ps2,2007.0,Adventure,Activision,0.06,0.04,0.0,0.02,0.12
9914,Crime Killer,Ps,1998.0,Racing,Other Publishers,0.07,0.04,0.0,0.01,0.12
9915,Nppl: Championship Paintball 2009,Wii,2008.0,Shooter,Other Publishers,0.11,0.0,0.0,0.01,0.12
9916,Backyard Wrestling 2: There Goes The Neighborhood,Xb,2004.0,Fighting,Eidos Interactive,0.09,0.03,0.0,0.0,0.12
9917,Dementium Ii,Ds,2010.0,Shooter,Other Publishers,0.09,0.02,0.0,0.01,0.12
9918,Don Bradman Cricket 14,Ps4,2015.0,Sports,Other Publishers,0.01,0.09,0.0,0.02,0.12
9919,Usa Today Crossword Challenge,Ds,2008.0,Puzzle,Other Publishers,0.11,0.0,0.0,0.01,0.12
9920,Megatagmension Blanc + Neptune Vs Zombies,Psv,2015.0,Action,Other Publishers,0.02,0.03,0.05,0.01,0.12
9921,Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,Snes,1994.0,Fighting,Other Publishers,0.0,0.0,0.12,0.0,0.12
9922,Sd Gundam G Generation-F.I.F,Ps,2001.0,Strategy,Namco Bandai Games,0.0,0.0,0.11,0.01,0.12
9923,Jaws: Ultimate Predator,3Ds,2011.0,Action,Majesco Entertainment,0.11,0.0,0.0,0.01,0.12
9924,Yakuza Kiwami,Ps3,2016.0,Adventure,Sega,0.0,0.0,0.12,0.0,0.12
9925,Raiden Iv,X360,2008.0,Shooter,Other Publishers,0.1,0.0,0.01,0.01,0.12
9926,Deception Iv: Blood Ties,Ps3,2014.0,Action,Tecmo Koei,0.02,0.02,0.06,0.01,0.12
9927,The Walking Dead: Survival Instinct,Wiiu,2013.0,Shooter,Activision,0.08,0.03,0.0,0.01,0.12
9928,Rock Band: Metal Track Pack,Ps3,2009.0,Misc,Other Publishers,0.11,0.0,0.0,0.01,0.12
9929,Charm Girls Club: My Perfect Prom,Ds,2009.0,Simulation,Electronic Arts,0.11,0.0,0.0,0.01,0.12
9930,Dreamworks Super Star Kartz,Ps3,2011.0,Racing,Activision,0.06,0.03,0.0,0.02,0.12
9931,Harukanaru Augusta 2: Masters,Snes,1993.0,Sports,Other Publishers,0.0,0.0,0.12,0.0,0.12
9932,Castlevania: Curse Of Darkness,Xb,2005.0,Action,Konami Digital Entertainment,0.09,0.03,0.0,0.0,0.12
9933,Spider-Man: Edge Of Time,3Ds,2011.0,Action,Activision,0.08,0.03,0.0,0.01,0.12
9934,Mobil 1 Rally Championship,Ps,2000.0,Racing,Electronic Arts,0.07,0.04,0.0,0.01,0.12
9935,King Of Colosseum (Red): Shin Nippon X Zen Nippon X Pancrase Disc,Ps2,2002.0,Fighting,Other Publishers,0.0,0.0,0.12,0.0,0.12
9936,Turok: Evolution,Gba,2002.0,Shooter,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.12
9937,The Clique: Diss And Make Up,Ds,2009.0,Adventure,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12
9938,Love Live! School Idol Paradise,Psv,2014.0,Misc,Other Publishers,0.0,0.0,0.12,0.0,0.12
9939,Rugrats: Totally Angelica,Ps,2001.0,Adventure,Thq,0.06,0.04,0.0,0.01,0.12
9940,Nightshade,Ps2,2003.0,Action,Sega,0.06,0.04,0.0,0.01,0.12
9941,Nfl Tour,Ps3,2008.0,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.12
9942,Ridge Racer Unbounded,X360,2012.0,Racing,Namco Bandai Games,0.05,0.05,0.0,0.01,0.12
9943,Csi: Crime Scene Investigation,Xb,2004.0,Adventure,Ubisoft,0.09,0.03,0.0,0.0,0.12
9944,The Lord Of The Rings: Aragorn'S Quest,Psp,2010.0,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0.0,0.02,0.12
9945,Yogi Bear: The Video Game,Wii,2010.0,Action,D3Publisher,0.06,0.05,0.0,0.01,0.12
9946,Makai Shin Trillion,Psv,2014.0,Role-Playing,Idea Factory,0.02,0.02,0.06,0.01,0.12
9947,Buffy The Vampire Slayer: Chaos Bleeds,Xb,2003.0,Action,Vivendi Games,0.09,0.03,0.0,0.0,0.12
9948,Lost Horizon,Pc,2010.0,Adventure,Deep Silver,0.0,0.1,0.0,0.02,0.12
9949,Hanagumi Taisen Columns,Sat,1997.0,Puzzle,Sega,0.0,0.0,0.12,0.0,0.12
9950,Tales Of Destiny 2,Psp,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9951,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Gc,2005.0,Action,Konami Digital Entertainment,0.09,0.02,0.0,0.0,0.12
9952,Power Pro Kun Pocket 14,Ds,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
9953,Get Up And Dance,Wii,2011.0,Misc,Other Publishers,0.06,0.04,0.0,0.01,0.12
9954,Merv Griffin'S Crosswords,Wii,2008.0,Puzzle,Thq,0.11,0.0,0.0,0.01,0.12
9955,Rango: The Video Game,Ds,2011.0,Action,Electronic Arts,0.07,0.03,0.0,0.01,0.12
9956,Planet 51,Ps3,2009.0,Action,Sega,0.07,0.03,0.0,0.02,0.12
9957,Ultimate Puzzle Games: Sudoku Edition,Ds,2007.0,Puzzle,Other Publishers,0.11,0.0,0.0,0.01,0.12
9958,Tokyo Twilight Ghost Hunters,Psv,2014.0,Role-Playing,Other Publishers,0.06,0.01,0.02,0.02,0.12
9959,Deadpool,Xone,2015.0,Action,Activision,0.08,0.03,0.0,0.01,0.12
9960,Un Squadron,Snes,1991.0,Shooter,Capcom,0.0,0.0,0.12,0.0,0.12
9961,Tecmo Super Bowl,Ps,1996.0,Sports,Tecmo Koei,0.06,0.04,0.0,0.01,0.12
9962,Tmnt,Psp,2007.0,Action,Ubisoft,0.1,0.01,0.0,0.01,0.12
9963,Dora The Explorer: Journey To The Purple Planet,Gc,2005.0,Adventure,Other Publishers,0.09,0.02,0.0,0.0,0.12
9964,Lunar 2: Eternal Blue,Sat,1998.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.12,0.0,0.12
9965,Nhl Powerplay '96,Ps,1996.0,Sports,Virgin Interactive,0.06,0.04,0.0,0.01,0.12
9966,Thousand Arms,Ps,1998.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.12
9967,De Blob 2,Ds,2011.0,Platform,Thq,0.09,0.02,0.0,0.01,0.12
9968,Arctic Thunder,Xb,2001.0,Racing,Midway Games,0.09,0.02,0.0,0.0,0.12
9969,Hyperdimension Neptunia Re;Birth 3,Psv,2014.0,Action,Other Publishers,0.07,0.01,0.0,0.03,0.12
9970,Barnyard,Gc,2006.0,Action,Thq,0.09,0.02,0.0,0.0,0.12
9971,Stolen Song,Ps,1998.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12
9972,Darkspore,Pc,2011.0,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12
9973,2 In 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013.0,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.12
9974,Armored Core: Verdict Day,Ps3,2013.0,Simulation,Other Publishers,0.0,0.0,0.12,0.0,0.12
9975,Yattaman Ds: Bikkuridokkiri Daisakusen Da Koron,Ds,2008.0,Action,Other Publishers,0.0,0.0,0.12,0.0,0.12
9976,Harvey Birdman: Attorney At Law,Ps2,2008.0,Adventure,Capcom,0.06,0.04,0.0,0.01,0.12
9977,Wipeout 2,Ps3,2011.0,Misc,Activision,0.11,0.0,0.0,0.01,0.12
9978,Dawn Of Discovery,Ds,2009.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.12
9979,Death Note: Kira Game,Ds,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
9980,Sengoku Cyber: Fujimaru Jigokuhen,Ps,1995.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12
9981,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: Cr Shinseiki Evangelion: Kiseki No Kachi,Ps2,2007.0,Misc,D3Publisher,0.0,0.0,0.12,0.0,0.12
9982,Ash: Archaic Sealed Heat,Ds,2007.0,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12
9984,Brunswick Pro Bowling,3Ds,2011.0,Sports,Crave Entertainment,0.11,0.0,0.0,0.01,0.12
9985,Fantastic Four: Rise Of The Silver Surfer,X360,2007.0,Action,Take-Two Interactive,0.1,0.01,0.0,0.01,0.12
9986,Dorabase 2: Nettou Ultra Stadium,Ds,2009.0,Sports,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9987,Center Ring Boxing,Sat,1994.0,Fighting,Other Publishers,0.0,0.0,0.12,0.0,0.12
9988,Nhl 2K3,Xb,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12
9989,Puzzler World 2,Ds,2010.0,Puzzle,Ubisoft,0.02,0.07,0.0,0.02,0.12
9990,Die Hard: Vendetta,Gc,2002.0,Shooter,Other Publishers,0.09,0.02,0.0,0.0,0.12
9991,Sword Art Online: Hollow Fragment,Ps4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.12
9992,F1 2002,Ps2,2002.0,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12
9993,Hasbro Family Game Night Fun Pack,Wii,2011.0,Misc,Electronic Arts,0.11,0.0,0.0,0.01,0.12
9994,Fifa Soccer,Psp,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12
9995,Dead Island Definitive Collection,Ps4,2016.0,Action,Deep Silver,0.02,0.07,0.01,0.02,0.12
9996,Sphinx And The Cursed Mummy,Xb,2003.0,Action,Thq,0.09,0.02,0.0,0.0,0.12
9997,Army Men: Soldiers Of Misfortune,Ds,2008.0,Shooter,Other Publishers,0.11,0.0,0.0,0.01,0.12
9998,Gt Advance 2: Rally Racing,Gba,2001.0,Racing,Thq,0.08,0.03,0.0,0.0,0.11
9999,Mystery P.I. - Portrait Of A Thief,Ds,2008.0,Adventure,Unknown,0.11,0.0,0.0,0.01,0.11
10000,Yakuza,Ps3,2012.0,Action,Sega,0.0,0.0,0.11,0.0,0.11
10001,Doa 2: Dead Or Alive 2 Hardcore,Ps2,2000.0,Fighting,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10002,A Witch'S Tale,Ds,2009.0,Role-Playing,Nippon Ichi Software,0.08,0.0,0.03,0.01,0.11
10003,Hollywood Squares,Wii,2010.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.11
10004,Cabela'S Deer Hunt 2005 Season,Xb,2004.0,Sports,Activision,0.09,0.02,0.0,0.0,0.11
10005,Splashdown,Xb,2002.0,Racing,Atari,0.09,0.02,0.0,0.0,0.11
10006,Nobunaga No Yabou: Tenshoki,Sat,1995.0,Strategy,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10007,Stronghold,Pc,2001.0,Strategy,Other Publishers,0.0,0.09,0.0,0.02,0.11
10008,Warhammer: Battle March,X360,2008.0,Strategy,Deep Silver,0.09,0.02,0.0,0.01,0.11
10009,F1 Racing Championship,Ps,2000.0,Racing,Other Publishers,0.06,0.04,0.0,0.01,0.11
10010,Dead Man'S Hand,Xb,2004.0,Shooter,Atari,0.09,0.02,0.0,0.0,0.11
10011,Smash Cars,Ps2,2003.0,Racing,Other Publishers,0.06,0.04,0.0,0.01,0.11
10012,Nascar 07,Ps2,2006.0,Racing,Electronic Arts,0.06,0.04,0.0,0.01,0.11
10013,Karaoke Revolution Presents American Idol Encore 2,Ps3,2008.0,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.11
10014,Nickelodeon Dance,X360,2011.0,Misc,Take-Two Interactive,0.08,0.02,0.0,0.01,0.11
10015,Pac 'N Roll,Ds,2005.0,Platform,Namco Bandai Games,0.09,0.0,0.02,0.01,0.11
10016,Cabela'S North American Adventures,Ps3,2010.0,Sports,Activision,0.11,0.0,0.0,0.01,0.11
10017,Mechanic Master,Ds,2008.0,Puzzle,Midway Games,0.1,0.0,0.0,0.01,0.11
10018,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,Ps2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10019,Melty Blood: Act Cadenza,Ps2,2006.0,Fighting,Sega,0.0,0.0,0.11,0.0,0.11
10020,Dokapon Kingdom,Ps2,2007.0,Role-Playing,Other Publishers,0.05,0.04,0.02,0.01,0.11
10021,Toejam & Earl Iii: Mission To Earth,Xb,2002.0,Action,Sega,0.09,0.02,0.0,0.0,0.11
10022,Phantasy Star Collection,Gba,2002.0,Role-Playing,Atari,0.08,0.03,0.0,0.0,0.11
10023,Doukoku Shoshite...,Sat,1998.0,Adventure,Other Publishers,0.0,0.0,0.11,0.0,0.11
10024,Lego Knights' Kingdom,Gba,2004.0,Action,Thq,0.08,0.03,0.0,0.0,0.11
10025,Final Fantasy Iii,Psp,2012.0,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11
